,case_id,activity,timestamp,date,resource,group,ct,at,tt,case_start,case_end,case_duration_days
2641,1-565030154,Completed-Closed,2012-01-26 17:17:14,2012-01-26,Gunnar,Org line V2,High impact,,Thu,2011-08-31 21:50:43,2012-01-26 17:17:14,147
4675,1-652874271,Accepted-In Progress,2012-01-26 17:21:24,2012-01-26,Håkan,Org line G4,Medium impact,,Thu,2012-01-26 17:21:24,2012-04-03 01:10:52,67
4654,1-652112015,Accepted-In Progress,2012-01-26 18:24:25,2012-01-26,Roland,Org line C,Medium impact,,Thu,2012-01-25 21:42:10,2012-02-09 18:48:06,14
4655,1-652112015,Queued-Awaiting Assignment,2012-01-26 18:26:06,2012-01-26,Tomas,Org line C,Medium impact,,Thu,2012-01-25 21:42:10,2012-02-09 18:48:06,14
4656,1-652112015,Accepted-In Progress,2012-01-26 18:31:23,2012-01-26,Kenneth,Org line C,Medium impact,,Thu,2012-01-25 21:42:10,2012-02-09 18:48:06,14
4677,1-652925445,Accepted-In Progress,2012-01-26 18:54:38,2012-01-26,Rickard,Org line G4,Low impact,,Thu,2012-01-26 18:54:38,2012-04-30 22:21:26,95
4641,1-651398271,Accepted-In Progress,2012-01-26 19:46:09,2012-01-26,Klas-Ove,Org line A2,High impact,,Thu,2012-01-25 06:38:34,2012-01-26 20:05:49,1
1252,1-427955007,Completed-Closed,2012-01-26 19:47:59,2012-01-26,Roland,Org line G4,Medium impact,,Thu,2010-12-07 23:24:36,2012-01-26 19:47:59,414
3374,1-600873076,Completed-Closed,2012-01-26 20:00:39,2012-01-26,Aparna,Org line A2,Medium impact,,Thu,2011-11-03 04:58:55,2012-01-26 20:00:39,84
4642,1-651398271,Completed-Closed,2012-01-26 20:05:49,2012-01-26,Klas-Ove,Org line A2,High impact,,Thu,2012-01-25 06:38:34,2012-01-26 20:05:49,1
3190,1-590579544,Completed-Closed,2012-01-26 20:18:45,2012-01-26,Roland,Org line G4,High impact,,Thu,2011-10-20 05:55:35,2012-01-26 20:18:45,98
1612,1-506092586,Completed-Closed,2012-01-26 20:25:15,2012-01-26,Per,Org line G4,High impact,,Thu,2011-03-07 21:36:20,2012-01-26 20:25:15,324
1879,1-520127960,Completed-Closed,2012-01-26 20:31:40,2012-01-26,Per,Org line G4,High impact,,Thu,2011-04-25 14:46:33,2012-01-26 20:31:40,276
2994,1-579636429,Completed-Closed,2012-01-26 20:38:12,2012-01-26,Roland,Org line G4,Medium impact,,Thu,2011-10-01 05:11:41,2012-01-26 20:38:12,117
789,1-385201933,Completed-Closed,2012-01-26 20:39:55,2012-01-26,Per,Org line G4,High impact,,Thu,2010-07-08 12:50:41,2012-01-26 20:39:55,567
4679,1-652935537,Accepted-In Progress,2012-01-26 20:40:36,2012-01-26,Petrus,Org line C,Major impact,,Thu,2012-01-26 20:40:36,2012-01-26 20:45:14,0
4680,1-652935537,Completed-Closed,2012-01-26 20:45:14,2012-01-26,Petrus,Org line C,Major impact,,Thu,2012-01-26 20:40:36,2012-01-26 20:45:14,0
968,1-404005175,Completed-Closed,2012-01-26 21:06:11,2012-01-26,Per,Org line G4,Low impact,,Thu,2010-09-24 00:32:09,2012-01-26 21:06:11,489
4452,1-641023492,Completed-Closed,2012-01-26 22:51:59,2012-01-26,Rickard,Org line G4,Medium impact,,Thu,2012-01-13 17:04:43,2012-01-26 22:51:59,13
4681,1-653135006,Accepted-In Progress,2012-01-26 23:00:51,2012-01-26,Mariusz,Org line A2,Medium impact,,Thu,2012-01-26 23:00:51,2012-02-06 18:25:12,10
920,1-399013423,Accepted-In Progress,2012-01-26 23:01:35,2012-01-26,Suresh,Org line G4,Medium impact,,Thu,2010-09-06 20:04:31,2012-01-26 23:02:31,507
921,1-399013423,Completed-Closed,2012-01-26 23:02:31,2012-01-26,Suresh,Org line G4,Medium impact,,Thu,2010-09-06 20:04:31,2012-01-26 23:02:31,507
4682,1-653135006,Accepted-Wait,2012-01-26 23:06:40,2012-01-26,Mariusz,Org line A2,Medium impact,,Thu,2012-01-26 23:00:51,2012-02-06 18:25:12,10
1041,1-407876996,Accepted-In Progress,2012-01-26 23:06:44,2012-01-26,Suresh,Org line G4,Medium impact,,Thu,2010-10-09 01:16:15,2012-01-26 23:06:48,474
1042,1-407876996,Completed-Closed,2012-01-26 23:06:48,2012-01-26,Suresh,Org line G4,Medium impact,,Thu,2010-10-09 01:16:15,2012-01-26 23:06:48,474
4162,1-627337013,Accepted-In Progress,2012-01-26 23:12:53,2012-01-26,Alex,Org line C,Low impact,,Thu,2011-12-21 20:13:58,2012-03-02 00:37:25,71
1149,1-419614582,Accepted-In Progress,2012-01-26 23:13:48,2012-01-26,Suresh,Org line G4,Low impact,,Thu,2010-11-12 17:55:20,2012-01-26 23:13:50,440
1150,1-419614582,Completed-Closed,2012-01-26 23:13:50,2012-01-26,Suresh,Org line G4,Low impact,,Thu,2010-11-12 17:55:20,2012-01-26 23:13:50,440
4684,1-653254236,Accepted-In Progress,2012-01-27 01:50:33,2012-01-27,Miroslaw,Org line A2,Medium impact,,Fri,2012-01-27 01:50:33,2012-05-24 01:34:17,117
4685,1-653254236,Accepted-Wait,2012-01-27 01:52:01,2012-01-27,Miroslaw,Org line A2,Medium impact,,Fri,2012-01-27 01:50:33,2012-05-24 01:34:17,117
4609,1-650011031,Completed-Closed,2012-01-27 01:54:42,2012-01-27,Yann,Org line C,High impact,,Fri,2012-01-23 19:44:40,2012-01-27 01:54:42,3
4687,1-653314473,Queued-Awaiting Assignment,2012-01-27 04:30:56,2012-01-27,Kymaria,Org line C,Major impact,,Fri,2012-01-27 04:30:56,2012-03-24 01:15:21,56
2584,1-562778111,Completed-Closed,2012-01-27 07:01:29,2012-01-27,Lorre,Org line A2,Medium impact,,Fri,2011-08-26 21:54:09,2012-01-27 07:01:29,153
4660,1-652195634,Accepted-In Progress,2012-01-27 17:47:55,2012-01-27,Petrus,Org line C,Major impact,,Fri,2012-01-25 22:38:09,2012-02-13 18:55:40,18
4661,1-652195634,Queued-Awaiting Assignment,2012-01-27 17:49:58,2012-01-27,-,Org line C,Major impact,,Fri,2012-01-25 22:38:09,2012-02-13 18:55:40,18
4690,1-653878594,Accepted-In Progress,2012-01-27 18:03:23,2012-01-27,Pawel,Org line A2,Low impact,,Fri,2012-01-27 18:03:23,2012-03-01 23:34:44,34
4692,1-653988751,Accepted-In Progress,2012-01-27 19:07:39,2012-01-27,Sridhar,Org line A2,Medium impact,,Fri,2012-01-27 19:07:39,2012-03-28 22:15:07,61
4695,1-653989471,Accepted-In Progress,2012-01-27 19:40:02,2012-01-27,Maria,Org line C,High impact,,Fri,2012-01-27 19:40:02,2012-03-01 06:10:35,33
4696,1-653989471,Queued-Awaiting Assignment,2012-01-27 19:57:10,2012-01-27,Maria,Org line C,High impact,,Fri,2012-01-27 19:40:02,2012-03-01 06:10:35,33
4697,1-653989471,Accepted-In Progress,2012-01-27 19:57:11,2012-01-27,Michael,Org line A2,High impact,,Fri,2012-01-27 19:40:02,2012-03-01 06:10:35,33
4698,1-653989471,Queued-Awaiting Assignment,2012-01-27 19:57:21,2012-01-27,-,Org line C,High impact,,Fri,2012-01-27 19:40:02,2012-03-01 06:10:35,33
4706,1-654056225,Accepted-In Progress,2012-01-27 20:56:56,2012-01-27,Alam,Org line C,Major impact,,Fri,2012-01-27 20:56:56,2012-03-26 21:12:01,59
4707,1-654056225,Completed-Closed,2012-01-27 21:01:54,2012-01-27,Alam,Org line C,Major impact,,Fri,2012-01-27 20:56:56,2012-03-26 21:12:01,59
3528,1-607840637,Completed-Closed,2012-01-27 22:46:02,2012-01-27,Rickard,Org line G4,Low impact,,Fri,2011-11-15 23:15:57,2012-01-27 22:46:02,72
3646,1-616993936,Completed-Closed,2012-01-27 23:12:32,2012-01-27,Christer,Org line C,Medium impact,,Fri,2011-11-25 20:23:38,2012-01-27 23:12:32,63
4714,1-654146231,Queued-Awaiting Assignment,2012-01-27 23:14:23,2012-01-27,Mikael,Org line A2,Medium impact,,Fri,2012-01-27 23:14:23,2012-02-01 23:28:08,5
3368,1-600506847,Completed-Closed,2012-01-27 23:40:19,2012-01-27,Vikingur,Org line C,Medium impact,,Fri,2011-11-02 19:38:33,2012-01-27 23:40:19,86
4375,1-637893062,Accepted-Assigned,2012-01-28 00:52:26,2012-01-28,Samira,Org line G4,Medium impact,,Sat,2012-01-10 23:05:54,2012-03-13 01:22:39,62
1761,1-515873671,Accepted-In Progress,2012-01-28 01:01:45,2012-01-28,Peter,Org line C,Medium impact,,Sat,2011-04-12 22:24:13,2012-01-28 01:01:47,290
1762,1-515873671,Completed-Closed,2012-01-28 01:01:47,2012-01-28,Peter,Org line C,Medium impact,,Sat,2011-04-12 22:24:13,2012-01-28 01:01:47,290
4717,1-654348241,Accepted-In Progress,2012-01-28 03:50:41,2012-01-28,Thierry,Org line C,High impact,,Sat,2012-01-28 03:50:41,2012-05-10 16:35:21,103
4718,1-654348241,Accepted-In Progress,2012-01-28 03:51:43,2012-01-28,Thierry,Org line C,High impact,,Sat,2012-01-28 03:50:41,2012-05-10 16:35:21,103
4720,1-654369162,Accepted-In Progress,2012-01-28 04:32:02,2012-01-28,Stephen,Org line A2,Medium impact,,Sat,2012-01-28 04:32:02,2012-02-07 23:48:12,10
4722,1-654403938,Accepted-In Progress,2012-01-28 08:26:12,2012-01-28,Valdir,Org line B,Medium impact,,Sat,2012-01-28 08:26:12,2012-03-14 22:41:16,46
4723,1-654403938,Queued-Awaiting Assignment,2012-01-28 08:29:00,2012-01-28,Valdir,Org line B,Medium impact,,Sat,2012-01-28 08:26:12,2012-03-14 22:41:16,46
4257,1-634447637,Accepted-In Progress,2012-01-30 14:05:16,2012-01-30,Sathish,Org line C,Low impact,,Mon,2012-01-04 19:39:31,2012-01-30 14:05:38,25
4258,1-634447637,Completed-Closed,2012-01-30 14:05:38,2012-01-30,Sathish,Org line C,Low impact,,Mon,2012-01-04 19:39:31,2012-01-30 14:05:38,25
4450,1-640387614,Completed-Closed,2012-01-30 18:59:34,2012-01-30,Christer,Org line C,Medium impact,,Mon,2012-01-13 07:20:38,2012-01-30 18:59:34,17
4002,1-622874191,Completed-Closed,2012-01-30 19:19:24,2012-01-30,Anders,Org line C,Medium impact,,Mon,2011-12-13 21:19:40,2012-01-30 19:19:24,47
4728,1-655213351,Accepted-In Progress,2012-01-30 19:33:13,2012-01-30,Arnaud,Org line C,High impact,,Mon,2012-01-30 19:33:13,2012-02-08 00:40:13,8
43,1-270399977,Accepted-In Progress,2012-01-30 19:56:24,2012-01-30,Juan,Org line V7n,High impact,,Mon,2008-11-13 18:43:32,2012-03-19 18:26:32,1221
44,1-270399977,Accepted-In Progress,2012-01-30 20:12:05,2012-01-30,Juan,Org line V7n,High impact,,Mon,2008-11-13 18:43:32,2012-03-19 18:26:32,1221
4731,1-655235043,Accepted-In Progress,2012-01-30 20:16:44,2012-01-30,Karrthik,Org line C,Medium impact,,Mon,2012-01-30 20:16:44,2012-02-29 19:51:23,29
4732,1-655235043,Accepted-Wait,2012-01-30 20:17:24,2012-01-30,Karrthik,Org line C,Medium impact,,Mon,2012-01-30 20:16:44,2012-02-29 19:51:23,29
3345,1-599586617,Completed-Closed,2012-01-30 21:29:11,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-11-02 00:05:49,2012-01-30 21:29:11,89
227,1-354039443,Completed-Closed,2012-01-30 21:29:51,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-02-15 16:41:51,2012-01-30 21:29:51,714
270,1-357087417,Completed-Closed,2012-01-30 21:30:21,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-03-01 15:54:12,2012-01-30 21:30:21,700
725,1-380654568,Completed-Closed,2012-01-30 21:31:24,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-06-16 23:15:09,2012-01-30 21:31:24,592
1962,1-524169663,Completed-Closed,2012-01-30 21:35:20,2012-01-30,Tomas,Org line C,Low impact,,Mon,2011-05-09 23:23:45,2012-01-30 21:35:20,265
2195,1-536299706,Accepted-In Progress,2012-01-30 21:40:26,2012-01-30,Ewa,Org line G3,Low impact,,Mon,2011-06-24 05:04:57,2012-01-30 21:40:27,220
2196,1-536299706,Completed-Closed,2012-01-30 21:40:27,2012-01-30,Ewa,Org line G3,Low impact,,Mon,2011-06-24 05:04:57,2012-01-30 21:40:27,220
372,1-366509892,Accepted-In Progress,2012-01-30 21:42:19,2012-01-30,Ewa,Org line G3,Low impact,,Mon,2010-04-13 05:37:25,2012-01-30 21:42:50,657
373,1-366509892,Completed-Closed,2012-01-30 21:42:50,2012-01-30,Ewa,Org line G3,Low impact,,Mon,2010-04-13 05:37:25,2012-01-30 21:42:50,657
413,1-367648732,Accepted-In Progress,2012-01-30 21:43:05,2012-01-30,Ewa,Org line G3,Low impact,,Mon,2010-04-17 02:34:49,2012-01-30 21:44:31,653
414,1-367648732,Completed-Closed,2012-01-30 21:44:31,2012-01-30,Ewa,Org line G3,Low impact,,Mon,2010-04-17 02:34:49,2012-01-30 21:44:31,653
1514,1-497807633,Accepted-In Progress,2012-01-30 21:45:03,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-02-16 17:51:55,2012-01-30 21:47:13,348
1515,1-497807633,Completed-Closed,2012-01-30 21:47:13,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-02-16 17:51:55,2012-01-30 21:47:13,348
1243,1-427498853,Accepted-Assigned,2012-01-30 21:47:32,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-12-06 23:34:32,2012-01-30 21:50:23,419
1244,1-427498853,Accepted-In Progress,2012-01-30 21:47:33,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-12-06 23:34:32,2012-01-30 21:50:23,419
1245,1-427498853,Completed-Closed,2012-01-30 21:50:23,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-12-06 23:34:32,2012-01-30 21:50:23,419
647,1-378054711,Accepted-In Progress,2012-01-30 21:50:40,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-06-05 01:57:53,2012-01-30 21:51:51,604
648,1-378054711,Completed-Closed,2012-01-30 21:51:51,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-06-05 01:57:53,2012-01-30 21:51:51,604
1653,1-509912273,Accepted-In Progress,2012-01-30 21:53:21,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-03-24 01:11:24,2012-01-30 21:53:23,312
1654,1-509912273,Completed-Closed,2012-01-30 21:53:23,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-03-24 01:11:24,2012-01-30 21:53:23,312
1931,1-523069229,Accepted-In Progress,2012-01-30 21:54:45,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-05-05 00:57:51,2012-01-30 21:54:47,270
1932,1-523069229,Completed-Closed,2012-01-30 21:54:47,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-05-05 00:57:51,2012-01-30 21:54:47,270
1311,1-432419251,Accepted-In Progress,2012-01-30 21:55:06,2012-01-30,Ewa,Org line A2,Medium impact,,Mon,2010-12-22 02:08:01,2012-01-30 21:56:15,404
1312,1-432419251,Completed-Closed,2012-01-30 21:56:15,2012-01-30,Ewa,Org line A2,Medium impact,,Mon,2010-12-22 02:08:01,2012-01-30 21:56:15,404
1621,1-506236591,Accepted-In Progress,2012-01-30 21:57:11,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-03-08 06:14:33,2012-01-30 21:57:18,328
1622,1-506236591,Completed-Closed,2012-01-30 21:57:18,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-03-08 06:14:33,2012-01-30 21:57:18,328
1815,1-517828743,Accepted-In Progress,2012-01-30 21:58:22,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-04-18 19:16:21,2012-01-30 21:58:41,287
1816,1-517828743,Completed-Closed,2012-01-30 21:58:41,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-04-18 19:16:21,2012-01-30 21:58:41,287
542,1-373413519,Accepted-In Progress,2012-01-30 21:59:22,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-05-14 16:03:29,2012-01-30 22:00:09,626
543,1-373413519,Completed-Closed,2012-01-30 22:00:09,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-05-14 16:03:29,2012-01-30 22:00:09,626
4738,1-655379467,Accepted-In Progress,2012-01-30 22:01:10,2012-01-30,Reine,Org line G4,Low impact,,Mon,2012-01-30 22:01:10,2012-03-21 18:30:06,50
1062,1-410929705,Accepted-In Progress,2012-01-30 22:01:53,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-10-19 23:04:28,2012-01-30 22:02:08,467
1063,1-410929705,Completed-Closed,2012-01-30 22:02:08,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-10-19 23:04:28,2012-01-30 22:02:08,467
1538,1-499289256,Accepted-In Progress,2012-01-30 22:02:57,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-02-18 15:16:59,2012-01-30 22:03:12,346
1539,1-499289256,Completed-Closed,2012-01-30 22:03:12,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-02-18 15:16:59,2012-01-30 22:03:12,346
1231,1-426876102,Accepted-In Progress,2012-01-30 22:03:34,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-12-03 21:08:38,2012-01-30 22:04:09,423
1232,1-426876102,Completed-Closed,2012-01-30 22:04:09,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-12-03 21:08:38,2012-01-30 22:04:09,423
1126,1-417868043,Accepted-In Progress,2012-01-30 22:05:37,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-11-08 20:27:05,2012-01-30 22:06:01,448
1127,1-417868043,Completed-Closed,2012-01-30 22:06:01,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-11-08 20:27:05,2012-01-30 22:06:01,448
1784,1-517002080,Accepted-In Progress,2012-01-30 22:06:42,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-04-14 23:36:04,2012-01-30 22:07:11,290
1785,1-517002080,Completed-Closed,2012-01-30 22:07:11,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-04-14 23:36:04,2012-01-30 22:07:11,290
1609,1-505443989,Accepted-In Progress,2012-01-30 22:07:26,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-03-03 21:21:48,2012-01-30 22:08:04,333
1610,1-505443989,Completed-Closed,2012-01-30 22:08:04,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-03-03 21:21:48,2012-01-30 22:08:04,333
2117,1-533449912,Accepted-In Progress,2012-01-30 22:08:15,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-06-14 17:56:53,2012-01-30 22:08:58,230
2118,1-533449912,Completed-Closed,2012-01-30 22:08:58,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-06-14 17:56:53,2012-01-30 22:08:58,230
2156,1-535233659,Accepted-In Progress,2012-01-30 22:09:17,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-06-21 03:30:19,2012-01-30 22:10:08,223
2157,1-535233659,Completed-Closed,2012-01-30 22:10:08,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-06-21 03:30:19,2012-01-30 22:10:08,223
2323,1-541028557,Accepted-In Progress,2012-01-30 22:10:31,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-07-13 17:49:46,2012-01-30 22:11:17,201
2324,1-541028557,Completed-Closed,2012-01-30 22:11:17,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-07-13 17:49:46,2012-01-30 22:11:17,201
494,1-372029512,Completed-Closed,2012-01-30 22:18:55,2012-01-30,Tomas,Org line C,Low impact,,Mon,2010-05-07 01:36:41,2012-01-30 22:18:55,633
2025,1-527928641,Accepted-Wait,2012-01-30 22:21:24,2012-01-30,Lars,Org line A2,Medium impact,,Mon,2011-05-23 22:57:39,2012-03-28 21:34:53,309
4740,1-655429981,Accepted-In Progress,2012-01-30 22:31:40,2012-01-30,Raphael,Org line C,Medium impact,,Mon,2012-01-30 22:31:40,2012-04-06 00:58:20,66
1659,1-510142147,Accepted-Assigned,2012-01-30 22:39:42,2012-01-30,David,Org line G4,High impact,,Mon,2011-03-24 23:03:32,2012-01-31 18:45:09,312
3865,1-619699161,Accepted-Assigned,2012-01-30 22:40:16,2012-01-30,David,Org line G4,High impact,,Mon,2011-12-05 22:01:36,2012-02-02 05:51:19,58
1266,1-429498598,Accepted-Assigned,2012-01-30 22:41:27,2012-01-30,Marco,Org line G4,Medium impact,,Mon,2010-12-13 17:41:40,2012-02-01 19:47:23,415
2796,1-574222268,Accepted-Assigned,2012-01-30 22:41:47,2012-01-30,David,Org line G4,Medium impact,,Mon,2011-09-15 00:33:52,2012-01-31 06:46:22,138
2797,1-574222268,Accepted-Assigned,2012-01-30 22:41:48,2012-01-30,David,Org line G4,Medium impact,,Mon,2011-09-15 00:33:52,2012-01-31 06:46:22,138
3288,1-596608752,Completed-Closed,2012-01-30 22:42:26,2012-01-30,Tomas,Org line C,Medium impact,,Mon,2011-10-27 23:32:18,2012-01-30 22:42:26,94
3353,1-600432558,Completed-Closed,2012-01-30 22:43:57,2012-01-30,Gustav,Org line G4,High impact,,Mon,2011-11-02 18:00:44,2012-01-30 22:43:57,89
2548,1-560418897,Accepted-In Progress,2012-01-30 22:57:21,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-08-23 16:57:07,2012-01-30 23:28:07,160
2958,1-579211624,Accepted-In Progress,2012-01-30 22:57:31,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-09-30 01:45:39,2012-01-30 23:17:14,122
2967,1-579369463,Accepted-In Progress,2012-01-30 22:57:46,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-09-30 17:26:22,2012-01-30 23:11:58,122
2762,1-573655864,Accepted-In Progress,2012-01-30 22:57:57,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-09-13 20:59:02,2012-01-30 23:25:19,139
524,1-372978779,Accepted-In Progress,2012-01-30 22:58:10,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-05-12 17:01:33,2012-01-30 23:38:43,628
841,1-388724672,Accepted-In Progress,2012-01-30 22:58:22,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-07-30 21:19:33,2012-01-30 23:29:56,549
805,1-386782865,Accepted-In Progress,2012-01-30 22:58:35,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-07-16 23:46:05,2012-01-30 23:36:29,562
1304,1-431797119,Accepted-In Progress,2012-01-30 22:59:16,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-12-20 22:58:13,2012-01-30 23:07:31,406
1571,1-501925116,Accepted-In Progress,2012-01-30 22:59:43,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-02-23 00:33:56,2012-01-30 23:01:46,341
1572,1-501925116,Completed-Closed,2012-01-30 23:01:46,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-02-23 00:33:56,2012-01-30 23:01:46,341
404,1-366923538,Completed-Closed,2012-01-30 23:05:58,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-04-14 19:27:54,2012-01-30 23:05:58,656
1305,1-431797119,Completed-Closed,2012-01-30 23:07:31,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-12-20 22:58:13,2012-01-30 23:07:31,406
3447,1-603708003,Completed-Closed,2012-01-30 23:08:22,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-11-07 19:47:29,2012-01-30 23:08:22,84
2968,1-579369463,Completed-Closed,2012-01-30 23:11:58,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-09-30 17:26:22,2012-01-30 23:11:58,122
3804,1-619109941,Queued-Awaiting Assignment,2012-01-30 23:13:13,2012-01-30,Martin,Org line C,High impact,,Mon,2011-12-02 21:45:33,2012-03-06 01:16:43,94
3805,1-619109941,Accepted-In Progress,2012-01-30 23:13:14,2012-01-30,Michael,Org line C,High impact,,Mon,2011-12-02 21:45:33,2012-03-06 01:16:43,94
3806,1-619109941,Queued-Awaiting Assignment,2012-01-30 23:13:51,2012-01-30,Martin,Org line C,High impact,,Mon,2011-12-02 21:45:33,2012-03-06 01:16:43,94
4504,1-642579219,Queued-Awaiting Assignment,2012-01-30 23:17:03,2012-01-30,Emil,Org line C,Medium impact,,Mon,2012-01-16 22:22:39,2012-05-31 23:48:28,136
2959,1-579211624,Completed-Closed,2012-01-30 23:17:14,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-09-30 01:45:39,2012-01-30 23:17:14,122
3807,1-619109941,Accepted-In Progress,2012-01-30 23:17:15,2012-01-30,Michael,Org line C,High impact,,Mon,2011-12-02 21:45:33,2012-03-06 01:16:43,94
3808,1-619109941,Queued-Awaiting Assignment,2012-01-30 23:17:46,2012-01-30,Martin,Org line C,High impact,,Mon,2011-12-02 21:45:33,2012-03-06 01:16:43,94
4159,1-627336700,Accepted-In Progress,2012-01-30 23:18:50,2012-01-30,Valter,Org line A2,Low impact,,Mon,2011-12-21 19:39:43,2012-01-30 23:18:51,40
4160,1-627336700,Completed-Closed,2012-01-30 23:18:51,2012-01-30,Valter,Org line A2,Low impact,,Mon,2011-12-21 19:39:43,2012-01-30 23:18:51,40
2763,1-573655864,Completed-Closed,2012-01-30 23:25:19,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-09-13 20:59:02,2012-01-30 23:25:19,139
2549,1-560418897,Completed-Closed,2012-01-30 23:28:07,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2011-08-23 16:57:07,2012-01-30 23:28:07,160
842,1-388724672,Completed-Closed,2012-01-30 23:29:56,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-07-30 21:19:33,2012-01-30 23:29:56,549
3809,1-619109941,Accepted-In Progress,2012-01-30 23:31:28,2012-01-30,Pascal,Org line C,High impact,,Mon,2011-12-02 21:45:33,2012-03-06 01:16:43,94
3810,1-619109941,Accepted-Assigned,2012-01-30 23:32:18,2012-01-30,Michael,Org line C,High impact,,Mon,2011-12-02 21:45:33,2012-03-06 01:16:43,94
806,1-386782865,Accepted-In Progress,2012-01-30 23:36:28,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-07-16 23:46:05,2012-01-30 23:36:29,562
807,1-386782865,Completed-Closed,2012-01-30 23:36:29,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-07-16 23:46:05,2012-01-30 23:36:29,562
525,1-372978779,Completed-Closed,2012-01-30 23:38:43,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-05-12 17:01:33,2012-01-30 23:38:43,628
818,1-388028918,Accepted-In Progress,2012-01-30 23:39:11,2012-01-30,Ewa,Org line G3,Medium impact,,Mon,2010-07-26 18:55:31,2012-01-31 00:45:01,553
819,1-388028918,Completed-Closed,2012-01-31 00:45:01,2012-01-31,Ewa,Org line G3,Medium impact,,Tue,2010-07-26 18:55:31,2012-01-31 00:45:01,553
835,1-388644366,Accepted-In Progress,2012-01-31 00:48:15,2012-01-31,Ewa,Org line G3,Medium impact,,Tue,2010-07-30 17:46:42,2012-01-31 00:48:48,549
836,1-388644366,Completed-Closed,2012-01-31 00:48:48,2012-01-31,Ewa,Org line G3,Medium impact,,Tue,2010-07-30 17:46:42,2012-01-31 00:48:48,549
4742,1-655536176,Accepted-In Progress,2012-01-31 00:52:24,2012-01-31,Mats,Org line C,Medium impact,,Tue,2012-01-31 00:52:24,2012-02-23 02:53:37,23
1321,1-433161361,Accepted-In Progress,2012-01-31 00:58:34,2012-01-31,Ewa,Org line G3,Medium impact,,Tue,2010-12-23 22:22:24,2012-01-31 00:58:36,403
