,case_id,activity,timestamp,date,resource,group,ct,at,tt,case_start,case_end,case_duration_days
1659,1-510142147,Accepted-Assigned,2012-01-30 22:39:42,2012-01-30,David,S30 2nd,High impact,,1-Mon,2011-03-24 23:03:32,2012-01-31 18:45:09,312
1266,1-429498598,Accepted-Assigned,2012-01-30 22:41:27,2012-01-30,Marco,S30 2nd,Medium impact,,1-Mon,2010-12-13 17:41:40,2012-02-01 19:47:23,415
2796,1-574222268,Accepted-Assigned,2012-01-30 22:41:47,2012-01-30,David,S30 2nd,Medium impact,,1-Mon,2011-09-15 00:33:52,2012-01-31 06:46:22,138
2797,1-574222268,Accepted-Assigned,2012-01-30 22:41:48,2012-01-30,David,S30 2nd,Medium impact,,1-Mon,2011-09-15 00:33:52,2012-01-31 06:46:22,138
3353,1-600432558,Completed-Closed,2012-01-30 22:43:57,2012-01-30,Gustav,S30 2nd,High impact,,1-Mon,2011-11-02 18:00:44,2012-01-30 22:43:57,89
4742,1-655536176,Accepted-In Progress,2012-01-31 00:52:24,2012-01-31,Mats,G88 2nd,Medium impact,,2-Tue,2012-01-31 00:52:24,2012-02-23 02:53:37,23
4595,1-648839266,Completed-Closed,2012-01-31 02:57:38,2012-01-31,Mikael,S33 2nd,Medium impact,,2-Tue,2012-01-21 02:38:08,2012-01-31 02:57:38,10
2238,1-538411483,Completed-Closed,2012-01-31 02:58:49,2012-01-31,Mikael,S33 2nd,Medium impact,,2-Tue,2011-07-02 01:48:55,2012-01-31 02:58:49,213
4292,1-636501102,Completed-Closed,2012-01-31 03:01:01,2012-01-31,Mikael,S33 2nd,High impact,,2-Tue,2012-01-07 20:40:01,2012-01-31 03:01:01,23
2798,1-574222268,Accepted-Assigned,2012-01-31 06:44:05,2012-01-31,Gustav,S30 2nd,Medium impact,,2-Tue,2011-09-15 00:33:52,2012-01-31 06:46:22,138
2799,1-574222268,Accepted-Assigned,2012-01-31 06:44:11,2012-01-31,David,S30 2nd,Medium impact,,2-Tue,2011-09-15 00:33:52,2012-01-31 06:46:22,138
2800,1-574222268,Accepted-Assigned,2012-01-31 06:46:09,2012-01-31,Gustav,S30 2nd,Medium impact,,2-Tue,2011-09-15 00:33:52,2012-01-31 06:46:22,138
2801,1-574222268,Accepted-In Progress,2012-01-31 06:46:13,2012-01-31,David,S30 2nd,Medium impact,,2-Tue,2011-09-15 00:33:52,2012-01-31 06:46:22,138
2802,1-574222268,Completed-Closed,2012-01-31 06:46:22,2012-01-31,David,S30 2nd,Medium impact,,2-Tue,2011-09-15 00:33:52,2012-01-31 06:46:22,138
1660,1-510142147,Accepted-Assigned,2012-01-31 18:44:48,2012-01-31,Gustav,S30 2nd,High impact,,2-Tue,2011-03-24 23:03:32,2012-01-31 18:45:09,312
1661,1-510142147,Accepted-In Progress,2012-01-31 18:45:06,2012-01-31,David,S30 2nd,High impact,,2-Tue,2011-03-24 23:03:32,2012-01-31 18:45:09,312
1662,1-510142147,Completed-Closed,2012-01-31 18:45:09,2012-01-31,David,S30 2nd,High impact,,2-Tue,2011-03-24 23:03:32,2012-01-31 18:45:09,312
4761,1-656510751,Accepted-In Progress,2012-02-01 03:42:52,2012-02-01,Per,S33 2nd,Medium impact,,3-Wed,2012-02-01 03:42:52,2012-02-05 21:37:58,4
4765,1-656868426,Accepted-In Progress,2012-02-01 16:33:06,2012-02-01,Marco,S30 2nd,Medium impact,,3-Wed,2012-02-01 16:33:06,2012-02-22 17:36:51,21
4766,1-656868426,Accepted-Assigned,2012-02-01 16:34:10,2012-02-01,Marco,S30 2nd,Medium impact,,3-Wed,2012-02-01 16:33:06,2012-02-22 17:36:51,21
4767,1-656868426,Accepted-Wait,2012-02-01 17:36:55,2012-02-01,Marco,S30 2nd,Medium impact,,3-Wed,2012-02-01 16:33:06,2012-02-22 17:36:51,21
1267,1-429498598,Accepted-Wait,2012-02-01 17:57:23,2012-02-01,Marco,S30 2nd,Medium impact,,3-Wed,2010-12-13 17:41:40,2012-02-01 19:47:23,415
1268,1-429498598,Completed-Closed,2012-02-01 19:47:23,2012-02-01,Marco,S30 2nd,Medium impact,,3-Wed,2010-12-13 17:41:40,2012-02-01 19:47:23,415
2232,1-538297321,Accepted-Assigned,2012-02-01 21:32:51,2012-02-01,Lars,S33 2nd,Low impact,,3-Wed,2011-07-01 20:28:18,2012-02-16 21:00:18,230
1627,1-507679771,Completed-Closed,2012-02-02 01:12:52,2012-02-02,Katarina,S33 2nd,Medium impact,,4-Thu,2011-03-15 00:04:30,2012-02-02 01:12:52,324
1994,1-525589021,Completed-Closed,2012-02-02 01:40:02,2012-02-02,Katarina,S33 2nd,Medium impact,,4-Thu,2011-05-14 01:23:13,2012-02-02 01:40:02,264
1996,1-526037041,Completed-Closed,2012-02-02 01:50:06,2012-02-02,Katarina,S33 2nd,Medium impact,,4-Thu,2011-05-16 23:09:56,2012-02-02 01:50:06,261
4791,1-657534681,Accepted-In Progress,2012-02-02 14:27:18,2012-02-02,Takashi,S30 2nd,Low impact,,4-Thu,2012-02-02 14:27:18,2012-02-02 14:32:27,0
4792,1-657534681,Completed-Closed,2012-02-02 14:32:27,2012-02-02,Takashi,S30 2nd,Low impact,,4-Thu,2012-02-02 14:27:18,2012-02-02 14:32:27,0
4793,1-657768145,Accepted-In Progress,2012-02-02 19:49:59,2012-02-02,Marco,S30 2nd,Medium impact,,4-Thu,2012-02-02 19:49:59,2012-02-15 23:30:50,13
4794,1-657768145,Accepted-Assigned,2012-02-02 20:09:49,2012-02-02,Marco,S30 2nd,Medium impact,,4-Thu,2012-02-02 19:49:59,2012-02-15 23:30:50,13
4806,1-658092528,Accepted-In Progress,2012-02-03 01:49:22,2012-02-03,Jay,G88 2nd,Major impact,,5-Fri,2012-02-03 01:49:22,2012-02-03 01:50:53,0
4807,1-658092528,Completed-Closed,2012-02-03 01:50:53,2012-02-03,Jay,G88 2nd,Major impact,,5-Fri,2012-02-03 01:49:22,2012-02-03 01:50:53,0
4808,1-658125909,Accepted-In Progress,2012-02-03 02:16:19,2012-02-03,Joshua,G88 2nd,Medium impact,,5-Fri,2012-02-03 02:16:19,2012-02-14 01:18:46,10
4762,1-656510751,Completed-Closed,2012-02-05 21:36:35,2012-02-05,Per,S33 2nd,Medium impact,,7-Sun,2012-02-01 03:42:52,2012-02-05 21:37:58,4
4763,1-656510751,Accepted-In Progress,2012-02-05 21:37:39,2012-02-05,Per,S33 2nd,Medium impact,,7-Sun,2012-02-01 03:42:52,2012-02-05 21:37:58,4
4764,1-656510751,Completed-Closed,2012-02-05 21:37:58,2012-02-05,Per,S33 2nd,Medium impact,,7-Sun,2012-02-01 03:42:52,2012-02-05 21:37:58,4
4827,1-659137375,Accepted-In Progress,2012-02-06 16:53:05,2012-02-06,Irfan,G88 2nd,Medium impact,,1-Mon,2012-02-06 16:53:05,2012-03-29 16:30:58,51
4828,1-659137375,Accepted-Wait,2012-02-06 18:47:54,2012-02-06,Irfan,G88 2nd,Medium impact,,1-Mon,2012-02-06 16:53:05,2012-03-29 16:30:58,51
4841,1-659376592,Accepted-In Progress,2012-02-06 21:40:31,2012-02-06,Roland,S33 2nd,High impact,,1-Mon,2012-02-06 21:40:31,2012-02-09 22:29:59,3
1162,1-422418092,Accepted-In Progress,2012-02-06 21:47:02,2012-02-06,Gustav,S30 2nd,Medium impact,,1-Mon,2010-11-20 03:20:40,2012-03-07 00:07:20,472
1163,1-422418092,Accepted-Assigned,2012-02-06 21:47:29,2012-02-06,David,S30 2nd,Medium impact,,1-Mon,2010-11-20 03:20:40,2012-03-07 00:07:20,472
1164,1-422418092,Accepted-In Progress,2012-02-06 21:47:52,2012-02-06,Gustav,S30 2nd,Medium impact,,1-Mon,2010-11-20 03:20:40,2012-03-07 00:07:20,472
1165,1-422418092,Accepted-Assigned,2012-02-06 21:48:30,2012-02-06,David,S30 2nd,Medium impact,,1-Mon,2010-11-20 03:20:40,2012-03-07 00:07:20,472
4845,1-659618631,Accepted-In Progress,2012-02-07 00:35:43,2012-02-07,Bharath,S33 2nd,Medium impact,,2-Tue,2012-02-07 00:35:43,2012-02-20 19:48:15,13
4855,1-659782951,Accepted-In Progress,2012-02-07 08:10:51,2012-02-07,Joshua,G88 2nd,Medium impact,,2-Tue,2012-02-07 08:10:51,2012-02-18 02:26:13,10
4118,1-626292231,Accepted-Wait,2012-02-08 04:48:51,2012-02-08,Vaibhav,G88 2nd,Medium impact,,3-Wed,2011-12-20 10:48:36,2012-05-28 20:06:04,160
3662,1-617356985,Accepted-In Progress,2012-02-08 11:42:36,2012-02-08,Robert,G88 2nd,Medium impact,,3-Wed,2011-11-28 18:22:46,2012-03-13 20:44:47,106
3663,1-617356985,Accepted-Wait,2012-02-08 12:04:57,2012-02-08,Robert,G88 2nd,Medium impact,,3-Wed,2011-11-28 18:22:46,2012-03-13 20:44:47,106
189,1-345255471,Accepted-In Progress,2012-02-08 17:11:21,2012-02-08,Mats,G88 2nd,Medium impact,,3-Wed,2010-01-15 00:02:21,2012-02-08 17:14:29,754
190,1-345255471,Completed-Closed,2012-02-08 17:14:29,2012-02-08,Mats,G88 2nd,Medium impact,,3-Wed,2010-01-15 00:02:21,2012-02-08 17:14:29,754
3883,1-620015297,Completed-Closed,2012-02-08 23:12:13,2012-02-08,Rickard,S33 2nd,Medium impact,,3-Wed,2011-12-06 16:51:12,2012-02-08 23:12:13,64
4082,1-624745314,Completed-Closed,2012-02-08 23:15:41,2012-02-08,Rickard,S33 2nd,High impact,,3-Wed,2011-12-16 18:51:26,2012-02-08 23:15:41,54
4928,1-660949435,Accepted-In Progress,2012-02-09 02:07:29,2012-02-09,Roland,S33 2nd,Low impact,,4-Thu,2012-02-09 02:07:29,2012-03-13 20:35:07,33
3583,1-613033122,Completed-Closed,2012-02-09 06:42:42,2012-02-09,Roland,S33 2nd,Medium impact,,4-Thu,2011-11-21 18:34:45,2012-02-09 06:42:42,79
3659,1-617084616,Completed-Closed,2012-02-09 06:55:10,2012-02-09,Roland,S33 2nd,Medium impact,,4-Thu,2011-11-26 01:02:27,2012-02-09 06:55:10,75
1740,1-515461174,Accepted-Wait,2012-02-09 07:09:00,2012-02-09,Roland,S33 2nd,Low impact,,4-Thu,2011-04-11 23:56:28,2012-03-26 17:27:45,349
2023,1-527208576,Completed-Closed,2012-02-09 07:43:06,2012-02-09,Roland,S33 2nd,Low impact,,4-Thu,2011-05-20 07:28:42,2012-02-09 07:43:06,265
4946,1-661231558,Accepted-In Progress,2012-02-09 18:52:23,2012-02-09,Hineesh,G88 2nd,Major impact,,4-Thu,2012-02-09 18:52:23,2012-03-06 00:52:49,25
4842,1-659376592,Completed-Closed,2012-02-09 22:29:59,2012-02-09,Roland,S33 2nd,High impact,,4-Thu,2012-02-06 21:40:31,2012-02-09 22:29:59,3
4972,1-664001411,Accepted-In Progress,2012-02-10 02:24:55,2012-02-10,Bhavesh,G88 2nd,High impact,,5-Fri,2012-02-10 02:24:55,2012-03-13 17:36:51,32
4974,1-664579051,Accepted-In Progress,2012-02-10 17:52:07,2012-02-10,Katarina,S33 2nd,Medium impact,,5-Fri,2012-02-10 17:52:07,2012-02-29 23:32:49,19
4976,1-664730121,Accepted-In Progress,2012-02-10 18:47:38,2012-02-10,Aditi,G271 2nd,Medium impact,,5-Fri,2012-02-10 18:47:38,2012-02-17 23:38:15,7
4977,1-664730121,Accepted-Wait,2012-02-10 19:03:08,2012-02-10,Aditi,G271 2nd,Medium impact,,5-Fri,2012-02-10 18:47:38,2012-02-17 23:38:15,7
4981,1-669119156,Accepted-In Progress,2012-02-12 05:41:24,2012-02-12,Prashant,G88 2nd,Major impact,,7-Sun,2012-02-12 05:41:24,2012-03-06 01:29:45,22
4982,1-669119156,Accepted-Wait,2012-02-12 06:37:34,2012-02-12,Prashant,G88 2nd,Major impact,,7-Sun,2012-02-12 05:41:24,2012-03-06 01:29:45,22
4983,1-669119156,Accepted-In Progress,2012-02-13 04:52:59,2012-02-13,Prashant,G88 2nd,Major impact,,1-Mon,2012-02-12 05:41:24,2012-03-06 01:29:45,22
4984,1-669119156,Accepted-Wait,2012-02-13 04:53:04,2012-02-13,Prashant,G88 2nd,Major impact,,1-Mon,2012-02-12 05:41:24,2012-03-06 01:29:45,22
4992,1-669202942,Accepted-In Progress,2012-02-13 06:01:32,2012-02-13,Per,S33 2nd,Medium impact,,1-Mon,2012-02-13 06:01:32,2012-03-28 07:15:40,44
5012,1-671512033,Accepted-In Progress,2012-02-13 21:10:55,2012-02-13,Satish,G271 2nd,Medium impact,,1-Mon,2012-02-13 21:10:55,2012-02-14 18:31:28,0
4809,1-658125909,Completed-Closed,2012-02-14 01:18:46,2012-02-14,Joshua,G88 2nd,Medium impact,,2-Tue,2012-02-03 02:16:19,2012-02-14 01:18:46,10
5049,1-673056371,Accepted-In Progress,2012-02-14 18:06:50,2012-02-14,Torbjörn,S33 2nd,Medium impact,,2-Tue,2012-02-14 18:06:50,2012-04-20 04:09:38,65
5013,1-671512033,Completed-Closed,2012-02-14 18:31:28,2012-02-14,Satish,G271 2nd,Medium impact,,2-Tue,2012-02-13 21:10:55,2012-02-14 18:31:28,0
1498,1-489198755,Completed-Closed,2012-02-15 01:45:26,2012-02-15,Katarina,S33 2nd,Medium impact,,3-Wed,2011-02-09 01:10:53,2012-02-15 01:45:26,371
5075,1-673434441,Accepted-In Progress,2012-02-15 02:19:57,2012-02-15,Mikael,S33 2nd,Medium impact,,3-Wed,2012-02-15 02:19:57,2012-03-21 02:33:11,35
1220,1-424243405,Completed-Closed,2012-02-15 06:05:03,2012-02-15,Eric,S33 2nd,Medium impact,,3-Wed,2010-11-25 20:34:35,2012-02-15 06:05:03,446
4795,1-657768145,Completed-Closed,2012-02-15 23:30:50,2012-02-15,Marco,S30 2nd,Medium impact,,3-Wed,2012-02-02 19:49:59,2012-02-15 23:30:50,13
5114,1-675797761,Accepted-In Progress,2012-02-16 00:44:16,2012-02-16,Prashant,G88 2nd,High impact,,4-Thu,2012-02-16 00:44:16,2012-03-13 20:40:54,26
5100,1-675685459,Accepted-In Progress,2012-02-16 00:57:25,2012-02-16,Prashant,G88 2nd,High impact,,4-Thu,2012-02-16 00:57:25,2012-03-13 04:20:52,26
5101,1-675685459,Accepted-Wait,2012-02-16 01:00:08,2012-02-16,Prashant,G88 2nd,High impact,,4-Thu,2012-02-16 00:57:25,2012-03-13 04:20:52,26
3075,1-584776062,Completed-Closed,2012-02-16 02:20:49,2012-02-16,Samira,S33 2nd,High impact,,4-Thu,2011-10-11 23:38:52,2012-02-16 02:20:49,127
2247,1-539083171,Accepted-Assigned,2012-02-16 02:33:28,2012-02-16,Katarina,S33 2nd,Medium impact,,4-Thu,2011-07-05 22:33:46,2012-05-24 02:00:04,323
5152,1-678626550,Accepted-Assigned,2012-02-16 20:22:52,2012-02-16,Samira,S33 2nd,Medium impact,,4-Thu,2012-02-16 20:22:52,2012-05-02 20:03:30,75
2233,1-538297321,Accepted-In Progress,2012-02-16 20:59:49,2012-02-16,Lars,S33 2nd,Low impact,,4-Thu,2011-07-01 20:28:18,2012-02-16 21:00:18,230
2234,1-538297321,Completed-Closed,2012-02-16 21:00:18,2012-02-16,Lars,S33 2nd,Low impact,,4-Thu,2011-07-01 20:28:18,2012-02-16 21:00:18,230
5168,1-681864502,Accepted-In Progress,2012-02-17 18:57:37,2012-02-17,Samira,S33 2nd,Low impact,,5-Fri,2012-02-17 18:57:37,2012-05-29 17:45:23,101
5169,1-681864502,Accepted-Assigned,2012-02-17 19:01:05,2012-02-17,Samira,S33 2nd,Low impact,,5-Fri,2012-02-17 18:57:37,2012-05-29 17:45:23,101
5115,1-675797761,Accepted-Wait,2012-02-17 21:15:31,2012-02-17,Prashant,G88 2nd,High impact,,5-Fri,2012-02-16 00:44:16,2012-03-13 20:40:54,26
4978,1-664730121,Completed-Closed,2012-02-17 23:38:15,2012-02-17,Aditi,G271 2nd,Medium impact,,5-Fri,2012-02-10 18:47:38,2012-02-17 23:38:15,7
4856,1-659782951,Completed-Closed,2012-02-18 02:26:13,2012-02-18,Joshua,G88 2nd,Medium impact,,6-Sat,2012-02-07 08:10:51,2012-02-18 02:26:13,10
5219,1-682409211,Accepted-In Progress,2012-02-19 03:22:04,2012-02-19,Kamal,G271 2nd,Low impact,,7-Sun,2012-02-19 03:22:04,2012-03-21 09:13:04,31
5220,1-682409211,Accepted-Wait,2012-02-19 03:25:53,2012-02-19,Kamal,G271 2nd,Low impact,,7-Sun,2012-02-19 03:22:04,2012-03-21 09:13:04,31
4985,1-669119156,Queued-Awaiting Assignment,2012-02-19 03:44:35,2012-02-19,Robert,G88 2nd,Major impact,,7-Sun,2012-02-12 05:41:24,2012-03-06 01:29:45,22
5222,1-682409241,Accepted-In Progress,2012-02-19 03:50:31,2012-02-19,Kamal,G271 2nd,Low impact,,7-Sun,2012-02-19 03:50:31,2012-04-16 18:50:57,57
5223,1-682409241,Accepted-Wait,2012-02-19 03:50:52,2012-02-19,Kamal,G271 2nd,Low impact,,7-Sun,2012-02-19 03:50:31,2012-04-16 18:50:57,57
3299,1-597231167,Accepted-In Progress,2012-02-20 13:27:14,2012-02-20,Ramith,G88 2nd,Medium impact,,1-Mon,2011-10-28 22:17:58,2012-03-09 22:07:07,132
4846,1-659618631,Completed-Closed,2012-02-20 19:48:15,2012-02-20,Bharath,S33 2nd,Medium impact,,1-Mon,2012-02-07 00:35:43,2012-02-20 19:48:15,13
5236,1-684108661,Accepted-In Progress,2012-02-21 01:55:54,2012-02-21,Bharath,S33 2nd,Low impact,,2-Tue,2012-02-21 01:55:54,2012-03-02 01:02:45,9
4212,1-629629428,Accepted-Assigned,2012-02-21 17:04:40,2012-02-21,Christian,G88 2nd,Medium impact,,2-Tue,2011-12-27 18:05:25,2012-05-24 23:41:49,149
357,1-365189372,Accepted-In Progress,2012-02-21 23:58:28,2012-02-21,Gustav,S30 2nd,Low impact,,2-Tue,2010-04-06 23:35:51,2012-02-22 00:00:21,686
358,1-365189372,Completed-Closed,2012-02-22 00:00:21,2012-02-22,Gustav,S30 2nd,Low impact,,3-Wed,2010-04-06 23:35:51,2012-02-22 00:00:21,686
2019,1-526647987,Accepted-In Progress,2012-02-22 00:20:44,2012-02-22,Gustav,S30 2nd,High impact,,3-Wed,2011-05-18 17:46:34,2012-02-22 00:20:52,279
2020,1-526647987,Completed-Closed,2012-02-22 00:20:52,2012-02-22,Gustav,S30 2nd,High impact,,3-Wed,2011-05-18 17:46:34,2012-02-22 00:20:52,279
937,1-400528782,Accepted-In Progress,2012-02-22 00:22:07,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2010-09-10 00:58:05,2012-02-22 00:22:08,529
938,1-400528782,Completed-Closed,2012-02-22 00:22:08,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2010-09-10 00:58:05,2012-02-22 00:22:08,529
1137,1-418890453,Accepted-In Progress,2012-02-22 00:25:02,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2010-11-10 19:48:43,2012-02-22 00:25:20,468
1138,1-418890453,Completed-Closed,2012-02-22 00:25:20,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2010-11-10 19:48:43,2012-02-22 00:25:20,468
1508,1-495101458,Accepted-In Progress,2012-02-22 00:29:33,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2011-02-11 00:22:20,2012-02-22 00:29:35,376
1509,1-495101458,Completed-Closed,2012-02-22 00:29:35,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2011-02-11 00:22:20,2012-02-22 00:29:35,376
1778,1-516860557,Accepted-In Progress,2012-02-22 00:31:53,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2011-04-14 21:59:47,2012-02-22 00:31:54,313
1779,1-516860557,Completed-Closed,2012-02-22 00:31:54,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2011-04-14 21:59:47,2012-02-22 00:31:54,313
2004,1-526369142,Accepted-In Progress,2012-02-22 00:34:34,2012-02-22,Gustav,S30 2nd,Low impact,,3-Wed,2011-05-17 22:37:22,2012-02-22 00:34:36,280
2005,1-526369142,Completed-Closed,2012-02-22 00:34:36,2012-02-22,Gustav,S30 2nd,Low impact,,3-Wed,2011-05-17 22:37:22,2012-02-22 00:34:36,280
2565,1-560703011,Accepted-In Progress,2012-02-22 00:42:40,2012-02-22,Gustav,S30 2nd,Low impact,,3-Wed,2011-08-23 22:30:43,2012-02-22 00:42:50,182
2566,1-560703011,Completed-Closed,2012-02-22 00:42:50,2012-02-22,Gustav,S30 2nd,Low impact,,3-Wed,2011-08-23 22:30:43,2012-02-22 00:42:50,182
2739,1-573280988,Completed-Closed,2012-02-22 00:44:10,2012-02-22,Gustav,S30 2nd,Low impact,,3-Wed,2011-09-13 00:27:08,2012-02-22 00:44:10,162
3050,1-582401721,Accepted-In Progress,2012-02-22 00:57:25,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2011-10-06 23:15:59,2012-02-22 00:57:29,138
3051,1-582401721,Completed-Closed,2012-02-22 00:57:29,2012-02-22,Gustav,S30 2nd,Medium impact,,3-Wed,2011-10-06 23:15:59,2012-02-22 00:57:29,138
4768,1-656868426,Completed-Closed,2012-02-22 17:36:51,2012-02-22,Marco,S30 2nd,Medium impact,,3-Wed,2012-02-01 16:33:06,2012-02-22 17:36:51,21
5274,1-686557724,Accepted-In Progress,2012-02-22 20:44:10,2012-02-22,David,S30 2nd,High impact,,3-Wed,2012-02-22 20:44:10,2012-05-17 18:40:23,84
5275,1-686557724,Accepted-Assigned,2012-02-22 20:58:47,2012-02-22,David,S30 2nd,High impact,,3-Wed,2012-02-22 20:44:10,2012-05-17 18:40:23,84
5272,1-686535660,Accepted-Wait,2012-02-22 21:30:34,2012-02-22,Aditi,G271 2nd,Medium impact,,3-Wed,2012-02-22 21:30:34,2012-03-06 16:52:37,12
4743,1-655536176,Completed-Closed,2012-02-23 02:53:37,2012-02-23,Mats,G88 2nd,Medium impact,,4-Thu,2012-01-31 00:52:24,2012-02-23 02:53:37,23
4535,1-643556695,Completed-Closed,2012-02-23 18:11:36,2012-02-23,Ramith,G88 2nd,Major impact,,4-Thu,2012-01-17 22:09:37,2012-02-23 18:11:36,36
5296,1-686854421,Accepted-In Progress,2012-02-23 18:32:06,2012-02-23,Torbjörn,S33 2nd,Medium impact,,4-Thu,2012-02-23 18:32:06,2012-02-24 23:50:02,1
5297,1-686854421,Completed-Closed,2012-02-24 23:50:02,2012-02-24,Torbjörn,S33 2nd,Medium impact,,5-Fri,2012-02-23 18:32:06,2012-02-24 23:50:02,1
5332,1-687668119,Accepted-In Progress,2012-02-25 05:40:56,2012-02-25,Robert,G88 2nd,High impact,,6-Sat,2012-02-25 05:40:56,2012-03-14 23:31:01,18
5333,1-687668119,Queued-Awaiting Assignment,2012-02-25 05:43:27,2012-02-25,Robert,G88 2nd,High impact,,6-Sat,2012-02-25 05:40:56,2012-03-14 23:31:01,18
5360,1-688491391,Accepted-In Progress,2012-02-27 19:54:31,2012-02-27,Torbjörn,S33 2nd,Medium impact,,1-Mon,2012-02-27 19:54:31,2012-03-01 19:26:48,2
5365,1-688515611,Accepted-In Progress,2012-02-27 20:08:27,2012-02-27,David,S30 2nd,High impact,,1-Mon,2012-02-27 20:08:27,2012-05-17 18:31:52,79
5102,1-675685459,Completed-Closed,2012-02-27 21:44:46,2012-02-27,Prashant,G88 2nd,High impact,,1-Mon,2012-02-16 00:57:25,2012-03-13 04:20:52,26
3247,1-594666837,Completed-Closed,2012-02-29 01:00:13,2012-02-29,Jörgen,G88 2nd,Medium impact,,3-Wed,2011-10-25 23:23:06,2012-02-29 01:00:13,126
5408,1-689525975,Accepted-In Progress,2012-02-29 01:30:43,2012-02-29,Roland,S33 2nd,Medium impact,,3-Wed,2012-02-29 01:30:43,2012-03-30 18:00:24,30
5334,1-687668119,Accepted-In Progress,2012-02-29 01:33:44,2012-02-29,Robert,G88 2nd,High impact,,3-Wed,2012-02-25 05:40:56,2012-03-14 23:31:01,18
5335,1-687668119,Accepted-Assigned,2012-02-29 01:34:51,2012-02-29,Sean,G88 2nd,High impact,,3-Wed,2012-02-25 05:40:56,2012-03-14 23:31:01,18
4986,1-669119156,Accepted-In Progress,2012-02-29 01:36:29,2012-02-29,Robert,G88 2nd,Major impact,,3-Wed,2012-02-12 05:41:24,2012-03-06 01:29:45,22
4987,1-669119156,Accepted-Assigned,2012-02-29 01:37:04,2012-02-29,Ramith,G88 2nd,Major impact,,3-Wed,2012-02-12 05:41:24,2012-03-06 01:29:45,22
4988,1-669119156,Accepted-Assigned,2012-02-29 02:08:07,2012-02-29,Hineesh,G88 2nd,Major impact,,3-Wed,2012-02-12 05:41:24,2012-03-06 01:29:45,22
5409,1-689525975,Accepted-Wait,2012-02-29 03:05:04,2012-02-29,Roland,S33 2nd,Medium impact,,3-Wed,2012-02-29 01:30:43,2012-03-30 18:00:24,30
5116,1-675797761,Completed-Closed,2012-02-29 19:05:59,2012-02-29,Prashant,G88 2nd,High impact,,3-Wed,2012-02-16 00:44:16,2012-03-13 20:40:54,26
4288,1-636102195,Accepted-Assigned,2012-02-29 22:04:23,2012-02-29,Hineesh,G88 2nd,Medium impact,,3-Wed,2012-01-07 01:05:47,2012-03-29 01:51:35,82
1495,1-479002951,Completed-Closed,2012-02-29 23:27:21,2012-02-29,Per,S33 2nd,High impact,,3-Wed,2011-02-04 23:21:41,2012-02-29 23:27:21,390
4975,1-664579051,Completed-Closed,2012-02-29 23:32:49,2012-02-29,Katarina,S33 2nd,Medium impact,,3-Wed,2012-02-10 17:52:07,2012-02-29 23:32:49,19
1299,1-430880486,Completed-Closed,2012-02-29 23:38:04,2012-02-29,Katarina,S33 2nd,Medium impact,,3-Wed,2010-12-16 20:55:48,2012-02-29 23:38:04,440
1388,1-439833168,Completed-Closed,2012-03-01 00:27:57,2012-03-01,Per,S33 2nd,Low impact,,4-Thu,2011-01-14 22:10:28,2012-03-01 00:27:57,411
971,1-404084309,Accepted-Wait,2012-03-01 00:32:37,2012-03-01,Per,S33 2nd,Low impact,,4-Thu,2010-09-24 03:58:12,2012-03-01 00:32:38,523
972,1-404084309,Completed-Closed,2012-03-01 00:32:38,2012-03-01,Per,S33 2nd,Low impact,,4-Thu,2010-09-24 03:58:12,2012-03-01 00:32:38,523
5361,1-688491391,Completed-Closed,2012-03-01 19:26:48,2012-03-01,Torbjörn,S33 2nd,Medium impact,,4-Thu,2012-02-27 19:54:31,2012-03-01 19:26:48,2
5443,1-690926911,Accepted-In Progress,2012-03-01 22:44:24,2012-03-01,Torbjörn,S33 2nd,Medium impact,,4-Thu,2012-03-01 22:44:24,2012-04-20 04:12:12,49
5237,1-684108661,Completed-Closed,2012-03-02 01:02:45,2012-03-02,Bharath,S33 2nd,Low impact,,5-Fri,2012-02-21 01:55:54,2012-03-02 01:02:45,9
5449,1-691031201,Accepted-In Progress,2012-03-02 01:18:31,2012-03-02,Bharath,S33 2nd,High impact,,5-Fri,2012-03-02 01:18:31,2012-03-02 01:18:58,0
5450,1-691031201,Completed-Closed,2012-03-02 01:18:58,2012-03-02,Bharath,S33 2nd,High impact,,5-Fri,2012-03-02 01:18:31,2012-03-02 01:18:58,0
5476,1-691786096,Accepted-In Progress,2012-03-02 17:32:14,2012-03-02,Robert,G88 2nd,High impact,,5-Fri,2012-03-02 17:32:14,2012-03-29 23:18:58,27
5477,1-691786096,Queued-Awaiting Assignment,2012-03-02 17:32:44,2012-03-02,Robert,G88 2nd,High impact,,5-Fri,2012-03-02 17:32:14,2012-03-29 23:18:58,27
5502,1-692715494,Accepted-In Progress,2012-03-05 15:23:01,2012-03-05,Vaibhav,G88 2nd,Low impact,,1-Mon,2012-03-05 15:23:01,2012-05-28 19:57:12,84
