,case_id,activity,timestamp,date,resource,group,ct,at,tt,case_start,case_end,case_duration_days
6080,case-7908,T06 Determine necessity of stop advice - complete,2011-06-28 18:47:51.061,2011-06-28,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-06-28 18:45:11.259,2011-06-28 18:48:45.299,0
6081,case-7908,T10 Determine necessity to stop indication - complete,2011-06-28 18:48:45.299,2011-06-28,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-06-28 18:45:11.259,2011-06-28 18:48:45.299,0
6082,case-7911,Confirmation of receipt - complete,2011-06-28 19:03:09.846,2011-06-28,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:03:09.846,2011-06-28 19:04:57.941,0
6083,case-7911,T02 Check confirmation of receipt - complete,2011-06-28 19:03:30.227,2011-06-28,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:03:09.846,2011-06-28 19:04:57.941,0
6084,case-7911,T04 Determine confirmation of receipt - complete,2011-06-28 19:03:45.757,2011-06-28,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:03:09.846,2011-06-28 19:04:57.941,0
6085,case-7911,T05 Print and send confirmation of receipt - complete,2011-06-28 19:04:02.032,2011-06-28,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:03:09.846,2011-06-28 19:04:57.941,0
6086,case-7911,T06 Determine necessity of stop advice - complete,2011-06-28 19:04:22.702,2011-06-28,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-06-28 19:03:09.846,2011-06-28 19:04:57.941,0
6087,case-7911,T10 Determine necessity to stop indication - complete,2011-06-28 19:04:57.941,2011-06-28,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-06-28 19:03:09.846,2011-06-28 19:04:57.941,0
6536,case-8295,Confirmation of receipt - complete,2011-06-28 19:11:03.646,2011-06-28,Resource27,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:11:03.646,2011-07-12 00:05:31.583,13
5955,case-7758,Confirmation of receipt - complete,2011-06-28 19:19:05.151,2011-06-28,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:19:05.151,2011-06-28 19:20:54.129,0
5956,case-7758,T02 Check confirmation of receipt - complete,2011-06-28 19:19:25.533,2011-06-28,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:19:05.151,2011-06-28 19:20:54.129,0
5957,case-7758,T04 Determine confirmation of receipt - complete,2011-06-28 19:19:54.601,2011-06-28,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:19:05.151,2011-06-28 19:20:54.129,0
5958,case-7758,T05 Print and send confirmation of receipt - complete,2011-06-28 19:20:08.421,2011-06-28,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:19:05.151,2011-06-28 19:20:54.129,0
5959,case-7758,T06 Determine necessity of stop advice - complete,2011-06-28 19:20:31.497,2011-06-28,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-06-28 19:19:05.151,2011-06-28 19:20:54.129,0
5960,case-7758,T10 Determine necessity to stop indication - complete,2011-06-28 19:20:54.129,2011-06-28,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-06-28 19:19:05.151,2011-06-28 19:20:54.129,0
6088,case-7912,Confirmation of receipt - complete,2011-06-28 19:34:57.533,2011-06-28,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:34:57.533,2011-06-28 19:36:25.368,0
6089,case-7912,T02 Check confirmation of receipt - complete,2011-06-28 19:35:17.756,2011-06-28,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:34:57.533,2011-06-28 19:36:25.368,0
6090,case-7912,T04 Determine confirmation of receipt - complete,2011-06-28 19:35:37.546,2011-06-28,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:34:57.533,2011-06-28 19:36:25.368,0
6091,case-7912,T05 Print and send confirmation of receipt - complete,2011-06-28 19:35:51.665,2011-06-28,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:34:57.533,2011-06-28 19:36:25.368,0
6092,case-7912,T06 Determine necessity of stop advice - complete,2011-06-28 19:36:05.355,2011-06-28,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-06-28 19:34:57.533,2011-06-28 19:36:25.368,0
6093,case-7912,T10 Determine necessity to stop indication - complete,2011-06-28 19:36:25.368,2011-06-28,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-06-28 19:34:57.533,2011-06-28 19:36:25.368,0
6070,case-7907,Confirmation of receipt - complete,2011-06-28 19:51:05.031,2011-06-28,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:51:05.031,2011-06-28 19:53:47.477,0
6071,case-7907,T02 Check confirmation of receipt - complete,2011-06-28 19:51:27.201,2011-06-28,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:51:05.031,2011-06-28 19:53:47.477,0
6072,case-7907,T04 Determine confirmation of receipt - complete,2011-06-28 19:51:44.852,2011-06-28,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:51:05.031,2011-06-28 19:53:47.477,0
6073,case-7907,T05 Print and send confirmation of receipt - complete,2011-06-28 19:52:04.754,2011-06-28,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 19:51:05.031,2011-06-28 19:53:47.477,0
6074,case-7907,T06 Determine necessity of stop advice - complete,2011-06-28 19:52:28.638,2011-06-28,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-06-28 19:51:05.031,2011-06-28 19:53:47.477,0
6075,case-7907,T10 Determine necessity to stop indication - complete,2011-06-28 19:53:47.477,2011-06-28,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-06-28 19:51:05.031,2011-06-28 19:53:47.477,0
6465,case-8184,Confirmation of receipt - complete,2011-06-28 20:49:13.915,2011-06-28,Resource23,Group 1,channel:Desk,t01--t05 confirm receipt,2-Tue,2011-06-28 20:49:13.915,2011-07-01 19:21:49.271,2
6466,case-8184,T02 Check confirmation of receipt - complete,2011-06-28 20:50:02.553,2011-06-28,Resource23,Group 4,channel:Desk,t01--t05 confirm receipt,2-Tue,2011-06-28 20:49:13.915,2011-07-01 19:21:49.271,2
6467,case-8184,T04 Determine confirmation of receipt - complete,2011-06-28 20:50:39.203,2011-06-28,Resource23,Group 3,channel:Desk,t01--t05 confirm receipt,2-Tue,2011-06-28 20:49:13.915,2011-07-01 19:21:49.271,2
6468,case-8184,T05 Print and send confirmation of receipt - complete,2011-06-28 20:54:12.278,2011-06-28,Resource23,Group 2,channel:Desk,t01--t05 confirm receipt,2-Tue,2011-06-28 20:49:13.915,2011-07-01 19:21:49.271,2
6094,case-7915,Confirmation of receipt - complete,2011-06-28 21:01:39.026,2011-06-28,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 21:01:39.026,2011-06-28 21:06:29.647,0
6095,case-7915,T02 Check confirmation of receipt - complete,2011-06-28 21:02:22.877,2011-06-28,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 21:01:39.026,2011-06-28 21:06:29.647,0
6096,case-7915,T04 Determine confirmation of receipt - complete,2011-06-28 21:02:44.429,2011-06-28,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 21:01:39.026,2011-06-28 21:06:29.647,0
6097,case-7915,T05 Print and send confirmation of receipt - complete,2011-06-28 21:04:22.285,2011-06-28,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-28 21:01:39.026,2011-06-28 21:06:29.647,0
6098,case-7915,T06 Determine necessity of stop advice - complete,2011-06-28 21:05:04.688,2011-06-28,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-06-28 21:01:39.026,2011-06-28 21:06:29.647,0
6099,case-7915,T10 Determine necessity to stop indication - complete,2011-06-28 21:06:29.647,2011-06-28,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-06-28 21:01:39.026,2011-06-28 21:06:29.647,0
6100,case-7917,Confirmation of receipt - complete,2011-06-30 19:07:53.965,2011-06-30,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:07:53.965,2011-06-30 19:14:09.223,0
6101,case-7917,T02 Check confirmation of receipt - complete,2011-06-30 19:08:17.914,2011-06-30,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:07:53.965,2011-06-30 19:14:09.223,0
6102,case-7917,T05 Print and send confirmation of receipt - complete,2011-06-30 19:13:21.705,2011-06-30,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:07:53.965,2011-06-30 19:14:09.223,0
6103,case-7917,T06 Determine necessity of stop advice - complete,2011-06-30 19:13:52.277,2011-06-30,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-06-30 19:07:53.965,2011-06-30 19:14:09.223,0
6104,case-7917,T10 Determine necessity to stop indication - complete,2011-06-30 19:14:09.223,2011-06-30,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-06-30 19:07:53.965,2011-06-30 19:14:09.223,0
6105,case-7918,Confirmation of receipt - complete,2011-06-30 19:23:57.674,2011-06-30,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:23:57.674,2011-06-30 19:25:53.154,0
6106,case-7918,T02 Check confirmation of receipt - complete,2011-06-30 19:24:45.246,2011-06-30,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:23:57.674,2011-06-30 19:25:53.154,0
6107,case-7918,T04 Determine confirmation of receipt - complete,2011-06-30 19:25:01.702,2011-06-30,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:23:57.674,2011-06-30 19:25:53.154,0
6108,case-7918,T05 Print and send confirmation of receipt - complete,2011-06-30 19:25:16.596,2011-06-30,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:23:57.674,2011-06-30 19:25:53.154,0
6109,case-7918,T06 Determine necessity of stop advice - complete,2011-06-30 19:25:36.548,2011-06-30,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-06-30 19:23:57.674,2011-06-30 19:25:53.154,0
6110,case-7918,T10 Determine necessity to stop indication - complete,2011-06-30 19:25:53.154,2011-06-30,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-06-30 19:23:57.674,2011-06-30 19:25:53.154,0
6593,case-8342,Confirmation of receipt - complete,2011-06-30 19:31:44.747,2011-06-30,Resource27,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:31:44.747,2011-07-07 18:59:11.436,6
6112,case-7922,Confirmation of receipt - complete,2011-06-30 19:52:38.122,2011-06-30,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:52:38.122,2011-06-30 19:54:06.594,0
6113,case-7922,T02 Check confirmation of receipt - complete,2011-06-30 19:53:01.727,2011-06-30,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:52:38.122,2011-06-30 19:54:06.594,0
6114,case-7922,T04 Determine confirmation of receipt - complete,2011-06-30 19:53:17.631,2011-06-30,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:52:38.122,2011-06-30 19:54:06.594,0
6115,case-7922,T05 Print and send confirmation of receipt - complete,2011-06-30 19:53:32.008,2011-06-30,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 19:52:38.122,2011-06-30 19:54:06.594,0
6116,case-7922,T06 Determine necessity of stop advice - complete,2011-06-30 19:53:49.061,2011-06-30,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-06-30 19:52:38.122,2011-06-30 19:54:06.594,0
6117,case-7922,T10 Determine necessity to stop indication - complete,2011-06-30 19:54:06.594,2011-06-30,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-06-30 19:52:38.122,2011-06-30 19:54:06.594,0
6599,case-8344,Confirmation of receipt - complete,2011-06-30 20:37:49.667,2011-06-30,Resource27,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 20:37:49.667,2011-07-05 16:43:41.404,4
6184,case-7976,Confirmation of receipt - complete,2011-06-30 20:46:08.925,2011-06-30,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 20:46:08.925,2011-06-30 20:47:52.932,0
6185,case-7976,T06 Determine necessity of stop advice - complete,2011-06-30 20:46:32.845,2011-06-30,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-06-30 20:46:08.925,2011-06-30 20:47:52.932,0
6186,case-7976,T02 Check confirmation of receipt - complete,2011-06-30 20:46:49.105,2011-06-30,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 20:46:08.925,2011-06-30 20:47:52.932,0
6187,case-7976,T04 Determine confirmation of receipt - complete,2011-06-30 20:47:04.719,2011-06-30,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 20:46:08.925,2011-06-30 20:47:52.932,0
6188,case-7976,T05 Print and send confirmation of receipt - complete,2011-06-30 20:47:19.251,2011-06-30,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 20:46:08.925,2011-06-30 20:47:52.932,0
6189,case-7976,T10 Determine necessity to stop indication - complete,2011-06-30 20:47:52.932,2011-06-30,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-06-30 20:46:08.925,2011-06-30 20:47:52.932,0
6542,case-8297,Confirmation of receipt - complete,2011-06-30 22:12:33.519,2011-06-30,Resource18,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 22:12:33.519,2011-07-08 19:12:16.341,7
6543,case-8297,T02 Check confirmation of receipt - complete,2011-06-30 22:12:58.302,2011-06-30,Resource18,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 22:12:33.519,2011-07-08 19:12:16.341,7
6544,case-8297,T04 Determine confirmation of receipt - complete,2011-06-30 22:13:35.292,2011-06-30,Resource18,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 22:12:33.519,2011-07-08 19:12:16.341,7
6545,case-8297,T05 Print and send confirmation of receipt - complete,2011-06-30 22:13:59.316,2011-06-30,Resource18,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 22:12:33.519,2011-07-08 19:12:16.341,7
6235,case-8011,Confirmation of receipt - complete,2011-06-30 22:42:27.967,2011-06-30,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 22:42:27.967,2011-06-30 22:44:05.382,0
6236,case-8011,T02 Check confirmation of receipt - complete,2011-06-30 22:42:49.289,2011-06-30,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 22:42:27.967,2011-06-30 22:44:05.382,0
6237,case-8011,T04 Determine confirmation of receipt - complete,2011-06-30 22:43:05.822,2011-06-30,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 22:42:27.967,2011-06-30 22:44:05.382,0
6238,case-8011,T05 Print and send confirmation of receipt - complete,2011-06-30 22:43:21.785,2011-06-30,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 22:42:27.967,2011-06-30 22:44:05.382,0
6239,case-8011,T06 Determine necessity of stop advice - complete,2011-06-30 22:43:42.808,2011-06-30,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-06-30 22:42:27.967,2011-06-30 22:44:05.382,0
6240,case-8011,T10 Determine necessity to stop indication - complete,2011-06-30 22:44:05.382,2011-06-30,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-06-30 22:42:27.967,2011-06-30 22:44:05.382,0
6229,case-7991,Confirmation of receipt - complete,2011-06-30 23:02:42.489,2011-06-30,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 23:02:42.489,2011-06-30 23:05:11.046,0
6230,case-7991,T02 Check confirmation of receipt - complete,2011-06-30 23:03:28.599,2011-06-30,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 23:02:42.489,2011-06-30 23:05:11.046,0
6231,case-7991,T04 Determine confirmation of receipt - complete,2011-06-30 23:03:54.462,2011-06-30,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 23:02:42.489,2011-06-30 23:05:11.046,0
6232,case-7991,T05 Print and send confirmation of receipt - complete,2011-06-30 23:04:12.766,2011-06-30,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 23:02:42.489,2011-06-30 23:05:11.046,0
6233,case-7991,T06 Determine necessity of stop advice - complete,2011-06-30 23:04:28.205,2011-06-30,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-06-30 23:02:42.489,2011-06-30 23:05:11.046,0
6234,case-7991,T10 Determine necessity to stop indication - complete,2011-06-30 23:05:11.046,2011-06-30,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-06-30 23:02:42.489,2011-06-30 23:05:11.046,0
6271,case-8018,Confirmation of receipt - complete,2011-06-30 23:34:21.881,2011-06-30,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 23:34:21.881,2011-06-30 23:35:56.264,0
6272,case-8018,T02 Check confirmation of receipt - complete,2011-06-30 23:34:41.856,2011-06-30,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 23:34:21.881,2011-06-30 23:35:56.264,0
6273,case-8018,T04 Determine confirmation of receipt - complete,2011-06-30 23:35:01.003,2011-06-30,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 23:34:21.881,2011-06-30 23:35:56.264,0
6274,case-8018,T05 Print and send confirmation of receipt - complete,2011-06-30 23:35:15.166,2011-06-30,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-06-30 23:34:21.881,2011-06-30 23:35:56.264,0
6275,case-8018,T06 Determine necessity of stop advice - complete,2011-06-30 23:35:33.071,2011-06-30,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-06-30 23:34:21.881,2011-06-30 23:35:56.264,0
6276,case-8018,T10 Determine necessity to stop indication - complete,2011-06-30 23:35:56.264,2011-06-30,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-06-30 23:34:21.881,2011-06-30 23:35:56.264,0
6417,case-8136,Confirmation of receipt - complete,2011-07-01 18:39:07.949,2011-07-01,Resource09,Group 1,channel:Desk,t01--t05 confirm receipt,5-Fri,2011-07-01 18:39:07.949,2011-07-01 18:49:44.722,0
6418,case-8136,T02 Check confirmation of receipt - complete,2011-07-01 18:39:37.906,2011-07-01,Resource09,Group 4,channel:Desk,t01--t05 confirm receipt,5-Fri,2011-07-01 18:39:07.949,2011-07-01 18:49:44.722,0
6419,case-8136,T04 Determine confirmation of receipt - complete,2011-07-01 18:40:21.914,2011-07-01,Resource09,Group 3,channel:Desk,t01--t05 confirm receipt,5-Fri,2011-07-01 18:39:07.949,2011-07-01 18:49:44.722,0
6420,case-8136,T06 Determine necessity of stop advice - complete,2011-07-01 18:41:08.528,2011-07-01,Resource09,Group 1,channel:Desk,t06 determine necessity of stop advice,5-Fri,2011-07-01 18:39:07.949,2011-07-01 18:49:44.722,0
6421,case-8136,T10 Determine necessity to stop indication - complete,2011-07-01 18:41:38.595,2011-07-01,Resource09,Group 1,channel:Desk,t10 determine necessity to stop indication,5-Fri,2011-07-01 18:39:07.949,2011-07-01 18:49:44.722,0
6422,case-8136,T05 Print and send confirmation of receipt - complete,2011-07-01 18:49:44.722,2011-07-01,Resource09,Group 2,channel:Desk,t01--t05 confirm receipt,5-Fri,2011-07-01 18:39:07.949,2011-07-01 18:49:44.722,0
6469,case-8184,T06 Determine necessity of stop advice - complete,2011-07-01 19:19:09.308,2011-07-01,Resource23,Group 1,channel:Desk,t06 determine necessity of stop advice,5-Fri,2011-06-28 20:49:13.915,2011-07-01 19:21:49.271,2
6470,case-8184,T10 Determine necessity to stop indication - complete,2011-07-01 19:21:49.271,2011-07-01,Resource23,Group 1,channel:Desk,t10 determine necessity to stop indication,5-Fri,2011-06-28 20:49:13.915,2011-07-01 19:21:49.271,2
6548,case-8318,Confirmation of receipt - complete,2011-07-04 17:52:56.673,2011-07-04,Resource05,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 17:52:56.673,2011-07-04 18:06:06.290,0
6549,case-8318,T02 Check confirmation of receipt - complete,2011-07-04 17:53:30.669,2011-07-04,Resource05,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 17:52:56.673,2011-07-04 18:06:06.290,0
6550,case-8318,T06 Determine necessity of stop advice - complete,2011-07-04 17:55:15.654,2011-07-04,Resource05,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-07-04 17:52:56.673,2011-07-04 18:06:06.290,0
6551,case-8318,T04 Determine confirmation of receipt - complete,2011-07-04 17:55:56.746,2011-07-04,Resource05,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 17:52:56.673,2011-07-04 18:06:06.290,0
6552,case-8318,T03 Adjust confirmation of receipt - complete,2011-07-04 17:57:27.039,2011-07-04,Resource05,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 17:52:56.673,2011-07-04 18:06:06.290,0
6553,case-8318,T02 Check confirmation of receipt - complete,2011-07-04 17:58:05.869,2011-07-04,Resource05,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 17:52:56.673,2011-07-04 18:06:06.290,0
6554,case-8318,T10 Determine necessity to stop indication - complete,2011-07-04 17:58:36.803,2011-07-04,Resource05,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-07-04 17:52:56.673,2011-07-04 18:06:06.290,0
6555,case-8318,T04 Determine confirmation of receipt - complete,2011-07-04 18:04:34.230,2011-07-04,Resource05,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 17:52:56.673,2011-07-04 18:06:06.290,0
6556,case-8318,T05 Print and send confirmation of receipt - complete,2011-07-04 18:06:06.290,2011-07-04,Resource05,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 17:52:56.673,2011-07-04 18:06:06.290,0
6241,case-8012,Confirmation of receipt - complete,2011-07-04 18:12:40.719,2011-07-04,Resource31,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 18:12:40.719,2011-07-04 18:18:17.096,0
6242,case-8012,T02 Check confirmation of receipt - complete,2011-07-04 18:14:51.421,2011-07-04,Resource31,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 18:12:40.719,2011-07-04 18:18:17.096,0
6243,case-8012,T04 Determine confirmation of receipt - complete,2011-07-04 18:15:50.379,2011-07-04,Resource31,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 18:12:40.719,2011-07-04 18:18:17.096,0
6244,case-8012,T05 Print and send confirmation of receipt - complete,2011-07-04 18:16:30.345,2011-07-04,Resource31,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 18:12:40.719,2011-07-04 18:18:17.096,0
6245,case-8012,T06 Determine necessity of stop advice - complete,2011-07-04 18:17:15.429,2011-07-04,Resource31,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-07-04 18:12:40.719,2011-07-04 18:18:17.096,0
6246,case-8012,T10 Determine necessity to stop indication - complete,2011-07-04 18:18:17.096,2011-07-04,Resource31,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-07-04 18:12:40.719,2011-07-04 18:18:17.096,0
6247,case-8014,Confirmation of receipt - complete,2011-07-04 19:29:01.430,2011-07-04,Resource31,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 19:29:01.430,2011-07-04 19:35:19.324,0
6248,case-8014,T02 Check confirmation of receipt - complete,2011-07-04 19:32:08.699,2011-07-04,Resource31,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 19:29:01.430,2011-07-04 19:35:19.324,0
6249,case-8014,T04 Determine confirmation of receipt - complete,2011-07-04 19:32:34.009,2011-07-04,Resource31,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 19:29:01.430,2011-07-04 19:35:19.324,0
6250,case-8014,T06 Determine necessity of stop advice - complete,2011-07-04 19:33:07.186,2011-07-04,Resource31,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-07-04 19:29:01.430,2011-07-04 19:35:19.324,0
6251,case-8014,T05 Print and send confirmation of receipt - complete,2011-07-04 19:34:29.418,2011-07-04,Resource31,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 19:29:01.430,2011-07-04 19:35:19.324,0
6252,case-8014,T10 Determine necessity to stop indication - complete,2011-07-04 19:35:19.324,2011-07-04,Resource31,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-07-04 19:29:01.430,2011-07-04 19:35:19.324,0
6265,case-8017,Confirmation of receipt - complete,2011-07-04 23:32:23.852,2011-07-04,Resource16,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 23:32:23.852,2011-07-04 23:36:05.754,0
6266,case-8017,T02 Check confirmation of receipt - complete,2011-07-04 23:33:13.474,2011-07-04,Resource16,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 23:32:23.852,2011-07-04 23:36:05.754,0
6267,case-8017,T04 Determine confirmation of receipt - complete,2011-07-04 23:33:54.454,2011-07-04,Resource16,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 23:32:23.852,2011-07-04 23:36:05.754,0
6268,case-8017,T05 Print and send confirmation of receipt - complete,2011-07-04 23:34:34.278,2011-07-04,Resource16,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-07-04 23:32:23.852,2011-07-04 23:36:05.754,0
6269,case-8017,T06 Determine necessity of stop advice - complete,2011-07-04 23:35:05.342,2011-07-04,Resource16,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-07-04 23:32:23.852,2011-07-04 23:36:05.754,0
6270,case-8017,T10 Determine necessity to stop indication - complete,2011-07-04 23:36:05.754,2011-07-04,Resource16,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-07-04 23:32:23.852,2011-07-04 23:36:05.754,0
6600,case-8344,T02 Check confirmation of receipt - complete,2011-07-05 16:42:24.520,2011-07-05,Resource05,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-06-30 20:37:49.667,2011-07-05 16:43:41.404,4
